time,open,high,low,close,volume,MFI,RSI
2023-03-13,79.33,79.42,78.99,79.42,353629,51.46758959700568,47.484098550870605
2023-03-14,79.72,80.69,79.42,80.69,261500,60.45547154052696,56.32561368866173
2023-03-15,80.95,81.33,80.31,80.48,233815,67.30113556895134,54.68610721110283
2023-03-16,80.65,83.24,79.42,81.12,308163,70.41331068449458,58.63757594595026
2023-03-17,81.12,81.54,80.35,81.54,407112,60.825915710051675,61.038700093054715
2023-03-20,80.74,81.63,79.04,80.27,42572,58.338395986808145,51.33454998681013
2023-03-21,80.27,80.69,78.95,78.99,141737,54.59631512862012,43.779846905194184
2023-03-22,78.78,80.23,77.93,79.63,181701,51.83577074156667,47.9078024141196
2023-03-23,79.63,79.93,78.23,79.84,86560,55.01752020536014,49.22519511013501
2023-03-24,78.57,79.93,78.57,79.76,130729,55.866630647396654,48.719716595019655
2023-03-27,79.04,79.84,78.82,78.99,58488,57.14912306127891,44.032899937821725
2023-03-28,78.99,79.21,78.65,78.99,59861,57.919922065471326,44.032899937821725
2023-03-29,79.33,79.33,78.19,78.74,60107,53.11232721935284,42.49362690058625
2023-03-30,79.12,79.12,78.31,78.57,70120,57.41089017520375,41.43296258572174
2023-03-31,78.57,78.91,77.93,78.44,66534,48.57903622785366,40.59843148460469
2023-04-03,78.14,78.36,76.87,76.87,94103,39.357671833564496,32.170894630440145
2023-04-04,76.96,77.13,75.51,75.6,165102,28.366160703058668,27.24421371168735
2023-04-05,75.64,75.64,74.53,74.96,167152,12.628584644661856,25.153695154273024
2023-04-06,75.81,75.81,74.96,75.13,147454,24.727676100661967,26.761280802104153
2023-04-07,75.17,75.55,74.79,75.17,65541,24.406762889628837,27.157725857446607
2023-04-10,75.43,75.43,74.75,75.0,193779,23.73838714591065,26.501156359958358
2023-04-11,74.66,74.83,74.32,74.32,131496,24.690778737639448,24.001551848866455
2023-04-12,73.98,73.98,72.5,72.62,336200,16.213414699777886,19.14090886810787
2023-04-13,72.84,73.35,71.56,71.99,186647,8.186414426475537,17.709581393770108
2023-04-14,71.99,72.2,70.92,70.92,276997,7.364864329464254,15.578802288424868
2023-04-17,70.75,70.92,69.65,69.65,233121,6.8382719368645155,13.502258147932622
2023-04-18,69.95,71.35,69.91,70.42,180040,13.976131134325897,20.427600441539
2023-04-19,71.22,72.62,70.58,72.37,329471,25.189397141542756,34.688709708756235
2023-04-20,72.92,73.64,72.41,72.41,246631,32.5190193311788,34.94626658060214
2023-04-21,73.26,73.3,72.41,72.41,170200,31.71614877465015,34.94626658060214
2023-04-24,72.41,72.71,72.41,72.67,126828,32.24016698429703,36.82436025447852
2023-04-25,72.67,72.71,71.77,72.62,197810,31.961273093798795,36.60549709079584
2023-04-26,72.62,72.84,72.54,72.62,177595,32.55483503764319,36.60549709079584
2023-04-27,72.62,73.9,71.99,73.9,154852,36.90072214208234,46.11419721789117
2023-04-28,74.02,74.24,73.05,73.05,75525,41.24803364130261,41.6468905032319
2023-05-04,73.05,73.05,70.54,70.75,108279,41.66864722599468,32.47837532183111
2023-05-05,70.84,71.14,70.2,70.29,110357,45.44261479116309,31.00807545277158
2023-05-08,70.5,70.84,70.42,70.71,68018,50.40373950015235,33.94824338401578
2023-05-09,70.92,70.92,70.08,70.12,79636,54.800838496305,31.892140021578115
2023-05-10,70.12,70.42,70.12,70.16,101416,58.09877350197113,32.19198812784977
2023-05-11,70.2,71.77,69.65,69.86,164530,57.79098016265236,31.086579226527903
2023-05-12,70.25,70.37,69.18,69.61,149936,46.234793674104004,30.15724847086905
2023-05-15,69.95,70.33,69.65,69.69,119316,42.22902012769847,30.86944861594276
2023-05-16,70.08,70.08,69.14,69.23,73688,44.74272742712789,29.03599487709961
2023-05-17,69.23,69.23,68.84,69.01,103382,45.516252423414606,28.17412624841083
2023-05-18,69.01,69.23,68.63,68.93,180313,46.24420883715994,27.850392724183237
2023-05-19,68.93,68.93,67.99,68.25,76255,37.76257406243879,25.199828051674984
2023-05-22,68.25,68.72,68.04,68.25,66710,29.27231966134896,25.199828051674984
2023-05-23,68.59,68.72,67.19,67.53,145123,22.95670529521972,22.562918100871812
2023-05-24,67.78,67.91,67.31,67.31,116581,22.92814259854825,21.81187378198753
2023-05-25,67.31,67.44,66.25,67.1,98068,23.190702009443967,21.09021387253472
2023-05-26,67.1,67.1,65.83,66.04,71131,18.699801403513632,17.87533228625273
2023-05-29,66.08,66.85,65.91,65.96,91386,18.621310433592782,17.656576622608583
2023-05-30,66.0,66.38,65.96,66.25,145827,18.191134636129306,21.41113526204144
2023-05-31,66.25,67.31,66.25,67.1,158142,17.43001780722328,31.29892289667832
2023-06-01,66.42,67.53,66.42,67.19,126346,25.704936020826977,32.27060362045229
2023-06-02,67.74,67.74,66.93,67.1,138837,26.394878199386184,31.786446081823
2023-06-05,67.95,68.08,67.57,67.7,113557,32.766913648159175,38.41953746343815
2023-06-06,67.91,67.99,67.65,67.95,126962,40.052730913928585,40.99416100057526
2023-06-07,67.99,68.08,67.78,67.87,205261,51.84131405361383,40.41190394167659
2023-06-08,68.04,68.04,67.74,67.87,158445,49.420502873577135,40.41190394167659
2023-06-09,68.38,68.38,67.74,67.74,27596,52.18108564193898,39.35836039769216
2023-06-12,67.78,69.54,67.78,69.45,109454,59.87223717514915,55.713437379272094
2023-06-13,69.5,69.54,68.85,69.37,84729,66.20052199220731,54.96654393284584
2023-06-14,69.37,70.1,68.85,69.45,203504,73.8515886418503,55.60744867272961
2023-06-15,69.8,69.8,68.17,68.17,108826,72.18079566143726,44.656584847452464
2023-06-16,69.03,69.03,66.45,66.45,235092,66.82879519513037,34.752672692867094
2023-06-19,67.31,67.31,66.84,67.22,129833,67.30813632040304,41.05518684690161
2023-06-20,67.22,67.22,66.54,66.58,98003,61.107069439162814,37.78796558655744
2023-06-21,66.58,66.8,66.2,66.45,136951,54.155799107114575,37.14139376707438
2023-06-22,66.88,66.88,66.37,66.37,146129,54.2941367370075,36.72495054435878
2023-06-23,66.37,67.1,66.2,67.1,198714,56.20490309360766,43.0048548009577
2023-06-26,67.7,67.7,66.88,66.88,140069,56.46274680588326,41.66285018284387
2023-06-27,66.71,67.31,66.2,66.2,194770,46.41160550329525,37.74239171348434
2023-06-28,66.62,66.62,66.28,66.32,84963,48.26430340501209,38.83619541668052
2023-06-29,66.54,66.54,66.02,66.02,179854,43.40219465042709,37.082166501680575
2023-06-30,66.2,66.2,65.81,65.85,152764,37.25799569490666,36.08751844250205
2023-07-03,66.02,66.37,65.81,65.9,78380,36.94753789559681,36.62593901283991
2023-07-04,65.9,66.15,65.77,65.85,99059,28.390548534816787,36.296642523333716
2023-07-05,65.94,66.37,65.85,65.94,80027,32.92938935474925,37.387866806666075
2023-07-06,65.94,66.02,65.77,65.77,91589,35.6081237383344,36.12894690913397
2023-07-07,65.85,66.2,64.7,64.74,203825,34.30376361337737,29.62104776293461
2023-07-10,64.78,64.87,64.31,64.44,198740,32.661735910889746,28.03693960472316
2023-07-11,64.31,64.65,64.31,64.31,203662,31.692027122831135,27.354261169684236
2023-07-12,64.31,65.17,64.31,64.74,99205,29.983263488658537,33.152308777490575
2023-07-13,64.82,66.02,64.82,65.81,206883,30.135265201805083,44.93059316296527
2023-07-14,65.85,65.94,65.64,65.94,119440,29.310898713146074,46.17153625878724
2023-07-17,66.15,66.5,65.6,65.81,121321,36.833035790783754,45.07761249272498
2023-07-18,65.94,66.11,65.42,65.64,123270,36.12634463665932,43.622120702066326
2023-07-19,65.64,65.85,65.51,65.51,151271,36.692559304619394,42.49222732020103
2023-07-20,65.51,65.98,65.47,65.68,111083,43.43086611747658,44.51612128749469
2023-07-21,65.64,65.68,65.34,65.64,122520,38.351016499337724,44.12264505771073
2023-07-24,65.72,66.67,65.72,66.45,232461,47.2306232607172,53.15278835384956
2023-07-25,66.8,67.78,66.54,67.74,379903,54.12108955903339,63.31955348515023
2023-07-26,67.7,69.37,67.7,69.28,199814,59.98533970909244,71.32114744146652
2023-07-27,69.03,69.24,68.38,68.68,151733,61.05458994936375,65.34060899951474
2023-07-28,68.6,68.68,67.31,67.31,324848,57.74568743981058,54.17089665010003
2023-07-31,67.27,68.47,67.14,67.22,275767,55.92333823070797,53.523589111679776
2023-08-01,68.21,68.6,67.74,67.91,132722,56.57178130167826,57.69713931786371
